,listed_in(type),rest_type,total address,book_table,online_order,rate,approx_cost(for two people)
42158,Delivery,Casual Dining,"Sheriff House, 85, Richmond Road, Bangalore, Richmond Road, MG Road",No,Yes,3.6 /5,500
42161,Delivery,Casual Dining,"5th Floor, 1 MG Mall, Opposite Vivanta by Taj, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,3.9 /5,"2,100"
42162,Delivery,Casual Dining,"13, 1st Floor Azeem Gold, Mosque Road, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,4.0 /5,"1,000"
42163,Delivery,Quick Bites,"43, 44, 45, Opposite Space Centre, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.7 /5,500
42164,Delivery,"Bar, Casual Dining","3rd Floor, 15, Madras Bank Road/ Museum Road, Above NEXA Showroom, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.4 /5,"1,900"
42166,Delivery,"Dessert Parlor, Quick Bites","7, 2nd Stage, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.9 /5,400
42167,Delivery,Food Court,"Food Court, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.9 /5,450
42168,Delivery,Dessert Parlor,"383, HAL 2nd Stage, Opposite Croma, 100 Feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.2 /5,300
42169,Delivery,Casual Dining,"Cears Plaza, Opposite Bangalore Club, Residency Road, Bangalore, Residency Road, MG Road",Yes,Yes,4.1 /5,"1,400"
42170,Delivery,Dessert Parlor,"16/3, Phoenix Arcade, Ground Floor, Shanthala Nagar, Ashok Nagar, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.1 /5,300
42171,Delivery,Casual Dining,"541, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.0 /5,600
42175,Delivery,Club,"8, 2nd Floor, Allied Grande Plaza, Diagonally Opposite Garuda Mall, Magrath Road, Brigade Road, Bangalore, Brigade Road, MG Road",Yes,Yes,4.1 /5,"2,000"
42181,Delivery,Casual Dining,"9/1, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,Yes,3.8 /5,400
42182,Delivery,"Casual Dining, Cafe","2, Shah Sultan Complex, Cunningham Road, Bangalore, Cunningham Road, MG Road",Yes,Yes,4.2 /5,"1,000"
42184,Delivery,Casual Dining,"31, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.0 /5,650
42185,Delivery,Casual Dining,"1, 1st Floor, Church Street, Bangalore, Church Street, MG Road",No,Yes,3.9 /5,950
42186,Delivery,Dessert Parlor,"64, MM Road, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,4.0 /5,500
42188,Delivery,Dessert Parlor,"204, 5th Main, 7th Cross, 1st Stage, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.9 /5,300
42191,Delivery,"Casual Dining, Bar","9, 4th Floor, Halcyon Complex, St. Marks Road, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.2 /5,"1,400"
42194,Delivery,Casual Dining,"5th Floor, Garuda Mall, Magrath Road, Brigade Road, Bangalore, Brigade Road, MG Road",Yes,No,4.0 /5,800
42197,Delivery,"Casual Dining, Bar","8/6, Kensington Point, Ulsoor Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,Yes,4.1 /5,"1,200"
42198,Delivery,Casual Dining,"Hotel 37th Crescent, 37, Crescent Road, High Grounds, Race Course Road, Bangalore, Race Course Road, MG Road",No,Yes,3.7 /5,"1,000"
42200,Delivery,Casual Dining,"Level 4, Trinity Circle, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.0 /5,"1,000"
42201,Delivery,"Quick Bites, Sweet Shop","322, Shalini Complex, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.1 /5,150
42204,Delivery,Cafe,"1A, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.1 /5,700
42205,Delivery,Cafe,"1083,5th Cross, Opposite Corporation Bank, 12th Main, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.3 /5,700
42206,Delivery,Cafe,"Le Parc Richmonde Building, Shantala nagar, Richmond Road, Bangalore, Richmond Road, MG Road",No,Yes,4.1 /5,700
42207,Delivery,Cafe,"37/1, 3rd, 4th, 5th Floor. Oppsite Sigma Mall, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,Yes,4.2 /5,750
42209,Delivery,Casual Dining,"1/5, Royal Corner, Lalbagh Road, Double Road Junction, Shanti Nagar Area, Shanti Nagar, Bangalore, Shanti Nagar, MG Road",No,Yes,3.7 /5,500
42210,Delivery,Casual Dining,"2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.4 /5,"1,500"
42212,Delivery,"Bakery, Dessert Parlor","2nd Floor, UB City, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.2 /5,300
42216,Delivery,Cafe,"3353, 5th Cross, 12th Main, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,Yes,4.1 /5,700
42217,Delivery,Casual Dining,"123, 1st & 2nd Floor, Brigade Road, Bangalore, Brigade Road, MG Road",Yes,Yes,4.3 /5,700
42218,Delivery,Cafe,"L1-08 Skywalk, 5/1, Near Body Craft, Assaye Road, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,3.7 /5,800
42222,Delivery,"Cafe, Bakery","1083, 12th Main, 5th cross, HAL 2nd Stage, Bangalore, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.1 /5,450
42224,Delivery,Casual Dining,"Hotel Ramanashree, 16, Raja Ram Mohan Roy Road, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,Yes,4.2 /5,"1,200"
42225,Delivery,Casual Dining,"84, 13th Floor, Barton Center, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.5 /5,"1,800"
42226,Delivery,Dessert Parlor,"Prestige Center Point, Beside Pizza Hut, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,Yes,3.8 /5,500
42227,Delivery,Casual Dining,"G 35A, Ground Floor, Brigade Gardens, Off Brigade Road, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.3 /5,800
42228,Delivery,Quick Bites,"Yellappa Chetty Layout, Sivanchetti Gardens, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,3.8 /5,200
42229,Delivery,Casual Dining,"Shantala nagar, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.0 /5,"1,500"
42232,Delivery,Quick Bites,"19, 1st Cross, Domlur Village, HAL Old Airport Road, Domlur, MG Road",No,Yes,3.1 /5,500
42236,Delivery,Quick Bites,"Citi Nest 91/72, 7th Cross, Eshwara Layout, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.9 /5,200
42237,Delivery,Casual Dining,"204/A, 4/2 Cross, Near Jain Hospital, Millers Road, Vasanth Nagar, Bangalore, Vasanth Nagar, MG Road",No,Yes,3.9 /5,700
42241,Delivery,Quick Bites,"16/A, Ground Floor, Kkmp Building, Vasanth Nagar, Bangalore, Vasanth Nagar, MG Road",No,Yes,2.8 /5,400
42242,Delivery,Cafe,"846, Double Road, 1st stage, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.2 /5,500
42243,Delivery,Quick Bites,"48, Triumph Towers, Church Street, Bangalore, Church Street, MG Road",No,Yes,3.4 /5,400
42244,Delivery,"Dessert Parlor, Cafe","89, Kannan Building, MG Road, Bangalore, MG Road, MG Road",No,No,4.0 /5,450
42245,Delivery,"Casual Dining, Bar","22, Amoeba Complex, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.0 /5,"1,000"
42247,Delivery,Quick Bites,"4, Madras Bank Road, Off Lavelle Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.0 /5,400
42248,Delivery,Casual Dining,"56, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.2 /5,"1,400"
42249,Delivery,Casual Dining,"3rd Floor, Guarda Mall, Ashok Nagar, Near Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.9 /5,800
42250,Delivery,Casual Dining,"17, BDA Complex, Off Double Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.5 /5,600
42251,Delivery,Quick Bites,"Church Street, Shanthala Nagar, Ashok Nagar, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.4 /5,700
42254,Delivery,Quick Bites,"30, Residency Road, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,2.9 /5,350
42255,Delivery,Casual Dining,"3th Floor, Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road Area, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.1 /5,"1,500"
42261,Delivery,Casual Dining,"Barton Center, 84, 13th Floor, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,4.3 /5,"1,500"
42264,Delivery,Quick Bites,"38, Kenchappa Road Cross, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,3.7 /5,200
42265,Delivery,Quick Bites,"51, Near ESI Hospital, Double Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.7 /5,500
42266,Delivery,Quick Bites,"42 Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,Yes,4.4 /5,300
42268,Delivery,Quick Bites,"Near Bharat Residency, MM Garden, Koramangala 6th Block, Bangalore, Koramangala 6th Block, MG Road",No,Yes,4.1 /5,600
42269,Delivery,Casual Dining,"Unit 7, Skywalk Building, Next to Body Craft , Assaye Road, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,3.8 /5,400
42275,Delivery,Casual Dining,"Shop 201, Ground Floor, West Minister, 13, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,Yes,3.7 /5,700
42276,Delivery,Sweet Shop,"27, Dickenson Road, Commercial Street, Bangalore, Commercial Street, MG Road",No,Yes,3.8 /5,300
42277,Delivery,Casual Dining,"12/1, Ulsoor Road, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,4.3 /5,"1,800"
42278,Delivery,Casual Dining,"286, 2nd Floor, Commercial Plaza, Near Westside, Kamaraj Road, Commercial Street, Bangalore, Commercial Street, MG Road",No,No,3.7 /5,800
42280,Delivery,Casual Dining,"Fortune Select JP Cosmos Hotel, 49, Behind Sigma Mall, Cunningham Crescent Road, Cunningham Road, Bangalore, Cunningham Road, MG Road",Yes,Yes,3.8 /5,"1,800"
42281,Delivery,Casual Dining,"38, Castle Street, Ashoknagar, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,Yes,4.1 /5,"1,000"
42284,Delivery,Casual Dining,"Next To St. Joseph's College Of Commerce, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.7 /5,800
42285,Delivery,Bar,"3, Rest House Road, Off Brigade Road, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.0 /5,"2,000"
42291,Delivery,Casual Dining,"Hotel Ramanashree, 16, Raja Ram Mohan Roy Road, Richmond Road, Bangalore, Richmond Road, MG Road",Yes,Yes,3.8 /5,"1,200"
42292,Delivery,Dessert Parlor,"110-A, Westminister Building, Cunningham Road, Bengaluru, Cunningham Road, MG Road",No,Yes,4.2 /5,300
42293,Delivery,Quick Bites,"2, St. Patrick's Shopping Arcade, MG Road, Bangalore, MG Road, MG Road",No,No,2.7 /5,500
42294,Delivery,Dessert Parlor,"1099, 12th Main, 5th Cross, HAL 2nd Stage, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.8 /5,300
42295,Delivery,Casual Dining,"48, Church Street, Bangalore, Church Street, MG Road",No,Yes,3.6 /5,600
42296,Delivery,Casual Dining,"484, 4th floor, CMH Road, 1st Stage, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,Yes,3.7 /5,"1,200"
42299,Delivery,Casual Dining,"1 MG Road Mall, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,2.2 /5,"1,000"
42301,Delivery,Cafe,"1st Floor, 1 MG Road Mall, Trinity Circle, Opposite Taj Vivanta, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.8 /5,700
42302,Delivery,Quick Bites,"15/4 Museum Road, Oppsite SBI Gate No 2, Shanthala Nagar, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,Yes,3.9 /5,400
42303,Delivery,"Quick Bites, Bakery","1-A, Albert Street, Brigade Tower, Brigade Road, MG Road",No,Yes,3.9 /5,250
42306,Delivery,Quick Bites,"845/B, Ground Floor, Near BDA Complex, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,3.8 /5,200
42308,Delivery,Dessert Parlor,"44, Near K C Das, Off Brigade Road, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.0 /5,250
42310,Delivery,"Sweet Shop, Quick Bites","38, MG Road Area, MG Road, Bangalore, MG Road, MG Road",No,Yes,3.9 /5,200
42313,Delivery,"Casual Dining, Bar","4th Floor, Building 9, Halcyon Complex, St. Marks Road, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.5 /5,"1,700"
42315,Delivery,Cafe,"46, 8th Main Road, Vasanth Nagar, Bangalore, Vasanth Nagar, MG Road",No,Yes,4.1 /5,300
42316,Delivery,Casual Dining,"307, 2nd Floor, 1st Stage, K.P. Square, 100 feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,Yes,4.3 /5,"1,000"
42317,Delivery,"Bakery, Cafe","15/1, Clark Road, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,4.1 /5,350
42321,Delivery,Quick Bites,"16/4, Phoenix Arcade, Near little Goa, Church Street, Bangalore, Church Street, MG Road",No,Yes,4.0 /5,400
42322,Delivery,"Cafe, Casual Dining","21, Prestige Copper Arch, Next to Safina Plaza, Infantry Road, Bangalore, Infantry Road, MG Road",No,Yes,3.7 /5,650
42325,Delivery,Quick Bites,"373, 100 Feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,3.7 /5,300
42327,Delivery,Casual Dining,"L1-03, Skywalk, Near Body Craft, Assaye Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,Yes,3.8 /5,800
42329,Delivery,Casual Dining,"70, Near Accenture Building, Cunningham Road, Bangalore, Cunningham Road, MG Road",Yes,Yes,4.0 /5,"1,000"
42330,Delivery,"Cafe, Casual Dining","32, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,3.9 /5,800
42332,Delivery,Cafe,"42, Church Street, Bangalore, Church Street, MG Road",Yes,Yes,4.3 /5,750
42333,Delivery,"Bar, Casual Dining","Royal Orchid Central, Level 10,Manipal Centre, Cubbon Road, Off MG Road,Bangalore, MG Road, MG Road",Yes,Yes,4.4 /5,"2,000"
42336,Delivery,"Pub, Microbrewery","20/2, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.3 /5,"1,700"
42340,Delivery,Casual Dining,"14, H.M. Geneva House, Cunningham Road, Bangalore, Cunningham Road, MG Road",Yes,Yes,4.0 /5,850
42343,Delivery,Casual Dining,"48/1, 1st Floor, St. Marks Road, Church Street, Bangalore, St. Marks Road, MG Road",Yes,Yes,4.4 /5,850
42347,Delivery,Cafe,"17/1, Raheja Plaza, Commissariat Road, D'souza Circle, Opposite Lifestyle, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,3.8 /5,650
42348,Delivery,Delivery,"17, 17th F Main, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,2.1 /5,500
42349,Delivery,Cafe,"41/42, Residency Road, Bangalore Shanthala Nagar, Ashok Nagar, Residency Road, Residency Road, MG Road",No,Yes,3.6 /5,600
42354,Delivery,"Takeaway, Delivery","42/2, 20th C Cross, Rama Temple Road, Behind NGV Club, Koramangala 6th Block, Bangalore, Koramangala 6th Block, MG Road",No,Yes,3.8 /5,400
42361,Delivery,Casual Dining,"3, Near HDFC Bank, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,Yes,3.8 /5,"1,200"
42363,Delivery,Casual Dining,"2nd Floor, Public Utility Building, MG Road, Bangalore, MG Road, MG Road",No,No,3.0 /5,800
42365,Delivery,Quick Bites,"Plot 8, Ashley Park Road, Town house, Off MG Road, Bangalore, MG Road, MG Road",No,No,3.4 /5,350
42368,Delivery,Quick Bites,"14, B Wing Mittal Tower, MG Road, Bangalore, MG Road, MG Road",No,No,3.4 /5,300
42371,Delivery,"Bar, Casual Dining","949, 3rd Floor, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,No,4.0 /5,"1,500"
42374,Delivery,Casual Dining,"St. Johns Church Road, Near Coles Park, Frazer Town, Bangalore, Frazer Town, MG Road",No,No,3.9 /5,550
42377,Delivery,Quick Bites,"107, 1st Floor, Wheeler Road, Near Railway Cross, Cox Town, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,4.3 /5,300
42378,Delivery,Cafe,"98/5, Davis Road, Cooke Town, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,3.8 /5,700
42379,Delivery,Quick Bites,"14, St. Mark's Plaza, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,Yes,4.1 /5,300
42380,Delivery,Cafe,"788, JK Plaza, 12th Main, 2nd Stage, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.0 /5,700
42381,Delivery,Quick Bites,"123, Brigade Road, Bangalore, Brigade Road, MG Road",No,Yes,4.2 /5,300
42382,Delivery,Cafe,"618, 2nd Main Road, Binnamangala, Hoysala Nagar, Indiranagar, Bangalore, Indiranagar, MG Road",No,Yes,4.2 /5,800
42383,Delivery,Casual Dining,"121, 6th Cross, Gandhinagar, Majestic, Bangalore, Majestic, MG Road",No,Yes,3.7 /5,750
42390,Delivery,Casual Dining,"The Pride Hotel, 93, Richmond Road, Bangalore, Richmond Road, MG Road",No,Yes,4.1 /5,"1,000"
42391,Delivery,Casual Dining,"2A-3A-4A, Cears Plaaza, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,4.1 /5,550
42393,Delivery,Lounge,"949, 3rd Floor, 12th Main, Off 100 Feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,4.0 /5,"2,000"
42397,Delivery,"Takeaway, Delivery","682/2, 17th E Cross Rd, Eshwara Layout, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,3.8 /5,700
42398,Delivery,Quick Bites,"100 Feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,2.6 /5,300
42401,Delivery,Cafe,"60/1, Miyajima House, 3rd Floor, 2nd Cross, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.3 /5,400
42402,Delivery,Cafe,"6, Resthouse Road, Off Brigade Road, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,3.6 /5,800
42403,Delivery,Casual Dining,"20/2, Anjaneya Temple Street, YG Palya, Austin Town, Off Richmond Road, Richmond Road, Bangalore, Richmond Road, MG Road",No,No,4.0 /5,550
42415,Delivery,Quick Bites,"21/24, Next to Trinity Metro Station, MG Road, Bangalore, MG Road, MG Road",No,No,2.5 /5,250
42421,Delivery,Cafe,"The Ambara, 22, Annaswami Mudaliar Road, Near Ulsoor Lake, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,3.8 /5,600
42426,Delivery,"Bakery, Quick Bites","1, Clarke Road, Frazer Town Area, Frazer Town, Bangalore, Frazer Town, MG Road",No,Yes,2.8 /5,300
42434,Delivery,Casual Dining,"842/A, 100 Feet Road, Indiranagar, Bangalore, Indiranagar, MG Road",Yes,Yes,4.2 /5,"1,700"
42437,Delivery,Quick Bites,"12/1, Hayes Road, Residency Road, Bangalore, Residency Road, MG Road",No,Yes,3.6 /5,500
42439,Delivery,"Casual Dining, Bar","203, 2nd Floor, UB City, 24 Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.4 /5,"1,200"
42441,Delivery,Casual Dining,"383, Jumma Masjid Road, OPH Road, Shivajinagar, Bangalore, Shivajinagar, MG Road",No,Yes,3.7 /5,700
42442,Delivery,"Casual Dining, Bar","Ramada Hotel, 11, Park Road, Shivajinagar, Bangalore, Shivajinagar, MG Road",Yes,Yes,4.0 /5,"1,300"
42445,Delivery,"Pub, Casual Dining","18/1, Cambridge Road, Cambridge Layout, Ulsoor, Bangalore, Ulsoor, MG Road",No,Yes,NEW,"1,500"
42446,Delivery,Pub,"1st & 2nd Floor, 17/4, Residency Road, Bangalore, Residency Road, MG Road",Yes,No,4.1 /5,"1,000"
42447,Delivery,Pub,"36, Vittal Mallya Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,4.1 /5,"1,200"
42448,Delivery,"Bar, Casual Dining","5th Floor, Confident Hotel, Hosur Main Road, Langford Town, Bangalore, Langford Town, MG Road",No,No,3.9 /5,"1,000"
42449,Delivery,Bar,"18/1, Cambridge Road, Ulsoor, Bangalore, Ulsoor, MG Road",Yes,No,3.8 /5,"1,400"
42455,Delivery,Casual Dining,"44/1, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.3 /5,800
42457,Delivery,Casual Dining,"7/1, Victoria Road, Richmond Town Area, Richmond Town, Bangalore, Richmond Road, MG Road",No,No,4.3 /5,700
42458,Delivery,"Casual Dining, Bar","50, Opposite Loom, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,No,4.1 /5,"2,100"
42459,Delivery,Casual Dining,"4, KH Road, Double Road, Shanti Nagar, Bangalore, Shanti Nagar, MG Road",Yes,Yes,4.2 /5,800
42460,Delivery,Cafe,"22, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,4.5 /5,900
42461,Delivery,Casual Dining,"43/44, Chandraprabha Complex, Off Residency Road, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.3 /5,550
42462,Delivery,Dessert Parlor,"44/1, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.4 /5,400
42464,Delivery,Cafe,"29, Ulsoor Road, Opposite Salarpuria Windsor, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,4.3 /5,750
42465,Delivery,Quick Bites,"16, Aga Abdulla Street, Behind Johnson Market, Richmond Road Area, Richmond Road, Bangalore, Richmond Road, MG Road",No,No,4.1 /5,400
42466,Delivery,Bakery,"346, 9th Main, 14th Cross, 2nd Stage, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,4.1 /5,500
42467,Delivery,Quick Bites,"Hotel High Gates, 33, Church Street, Church Street, MG Road",No,No,3.9 /5,500
42468,Delivery,Casual Dining,"56/5, Ground Floor, Center Point Building, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.1 /5,800
42470,Delivery,Dessert Parlor,"50/1, Church Street, Near SBI, Bengaluru, Church Street, MG Road",No,No,4.3 /5,500
42471,Delivery,Casual Dining,"St Germain School Building, Promanade Road, Near Coles Park, Frazer Town, Bangalore, Frazer Town, MG Road",No,No,3.9 /5,600
42472,Delivery,Cafe,"G-18, Kedia Arcade, 92, Infantry Road, Bangalore, Infantry Road, MG Road",No,Yes,4.3 /5,800
42473,Delivery,Quick Bites,"22, Opposite State Bank of India, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,Yes,4.0 /5,150
42474,Delivery,Cafe,"119, Annaswamy Mudaliar Road, Opposite Ulsoor Lake, Ulsoor, Bangalore, Ulsoor, MG Road",No,No,4.1 /5,750
42475,Delivery,Casual Dining,"Sree Kanteerava Outdoor Stadium Main Gate, Kasturba Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",No,No,3.9 /5,600
42476,Delivery,"Takeaway, Delivery","62, Meenakashi Kovil Street, Adjacent To Commercial Street, Commercial Street, MG Road",No,No,3.9 /5,"1,200"
42477,Delivery,Casual Dining,"Ashraya Hotel, 149, Infantry Road, Bangalore, Infantry Road, MG Road",No,Yes,3.8 /5,"1,300"
42478,Delivery,Cafe,"15 K-1, D Block, Next to St. Patrick's Church, Opposite to Printo, Brigade Road, MG Road",No,No,4.2 /5,500
42484,Delivery,Casual Dining,"50, Cambridge Layout, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,3.8 /5,650
42486,Delivery,Cafe,"3115, East West Building, 13th Cross, 2nd Stage, Off Double Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,3.3 /5,500
42487,Delivery,Quick Bites,"37, Ground Floor, Adams Corner, Coles Road, Frazer Town, Bangalore, Frazer Town, MG Road",No,No,3.9 /5,400
42488,Delivery,Quick Bites,"2, Church Street, Bangalore, Church Street, MG Road",No,No,3.7 /5,500
42490,Delivery,Quick Bites,"33/1, Ground Floor, Imperial Court, Cunningham Road, Bangalore, Cunningham Road, MG Road",No,No,3.7 /5,200
42491,Delivery,Casual Dining,"Nahar's Heritage Hotel, 14, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,3.9 /5,800
42493,Delivery,Quick Bites,"29/1, 2nd Stage, CMH Road, Indiranagar, Bangalore, Indiranagar, MG Road",No,No,2.7 /5,350
42500,Delivery,Casual Dining,"303, 3rd Floor, 5th Avenue Mall, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,3.9 /5,500
42505,Delivery,Casual Dining,"Citrus Hotels, 34, Cunningham Road, Bangalore, Cunningham Road, MG Road",Yes,No,3.9 /5,"1,100"
42506,Delivery,Casual Dining,"45/3, Ground Floor, Near Mayo Hall, Residency Cross 1, Residency Road, Bangalore, Residency Road, MG Road",No,No,4.0 /5,500
42507,Delivery,Casual Dining,"66, Coles Road, Frazer Town, Bangalore, Frazer Town, MG Road",No,No,2.7 /5,500
42509,Delivery,Dessert Parlor,"20, Ground Floor, 15/16, House Of Lords, St. Marks Road, Bangalore, St. Marks Road, MG Road",No,No,4.2 /5,200
42522,Delivery,Casual Dining,"180, 2nd Floor, Manohar Crest, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,3.9 /5,500
42525,Delivery,Quick Bites,"47-1, Central Street, Tasker Town, Shivajinagar, Shivajinagar, MG Road",No,No,4.1 /5,300
42552,Delivery,Quick Bites,"25, First Cross, Behind Garuda Mall, Magrath Road, Ashok Nagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,3.4 /5,450
42573,Delivery,Quick Bites,"Devatha Plaza, Residency Road, Bangalore, Residency Road, MG Road",No,No,3.8 /5,100
42595,Delivery,Casual Dining,"650-C, Opposite Kanteevara Stadium, Rajaram Mohan Roy Road, Richmond Road, Bangalore, Richmond Road, MG Road",No,No,4.1 /5,600
42607,Delivery,Casual Dining,"32, Castle Street, Ashoknagar, Brigade Road, Bangalore, Brigade Road, MG Road",No,No,3.7 /5,500
42629,Delivery,Casual Dining,"Royal Orchid Central, 47/1, Dickenson Road, Off MG Road, MG Road, Bangalore, MG Road, MG Road",Yes,Yes,3.8 /5,"1,600"
42630,Delivery,Casual Dining,"204/A, Comet Block, UB City, Vittal Mallya Road, Near Lavelle Road, Lavelle Road, Bangalore, Lavelle Road, MG Road",Yes,Yes,4.3 /5,"1,600"
42633,Desserts,"Dessert Parlor, Cafe","89, Kannan Building, MG Road, Bangalore, MG Road, MG Road",No,No,4.0 /5,450
42634,Desserts,"Cafe, Bakery","6/2, Primrose Road, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.1 /5,500
42635,Desserts,Dessert Parlor,"Vivanta By Taj, 41/3, MG Road, Bangalore, MG Road, MG Road",No,No,4.0 /5,800
42638,Desserts,Dessert Parlor,"Ground Floor, 1 MG Road, Trinity Circle, MG Road, Bangalore, MG Road, MG Road",No,Yes,4.0 /5,900
42644,Desserts,Quick Bites,"14, B Wing Mittal Tower, MG Road, Bangalore, MG Road, MG Road",No,No,3.4 /5,300
